SLP,SP,AT,Tmin,GT,DPT,Evap,HCC,K,CUPE,runoff
1010.11,966.84,30.93,24.48,29.57,21.77,-2.7808,0,25.05,101.99,42.6875
1008.96,965.67,30.58,26.31,29.91,21.46,-2.6504,0.04,28.45,26.31,41.078125
1008.24,964.83,28.74,25.38,28.06,23,-2.516,0.31,33.79,192.1,39.734375
1006.98,963.61,28.61,24.07,27.59,21.74,-2.8443,0.42,30.07,124.09,38.828125
1007.45,964.04,28.56,24.86,27.61,20.45,-2.375,0.88,27.72,0.59,38.265625
1009.55,966.02,27.7,24.51,26.96,21.6,-1.6877,0.7,33.9,7.51,37.546875
1009.62,966.14,28.56,24.82,27.68,22.46,-1.8818,0.74,33.24,1,36.6875
1008.2,964.94,30.11,25.43,28.97,22.18,-1.8959,0.38,28.5,34.69,35.96875
1006.83,963.69,31.21,26.25,30.44,22.31,-2.0588,0.35,28.54,105.17,35.40625
1009.04,965.58,28.9,25.18,28.26,24.5,-2.2753,0.62,36.74,1005.44,35.15625
1009.73,966.2,27.18,24.93,27.09,24.95,-3.1684,0.83,36.2,1645.93,35.875
1009.34,965.9,27.21,24.78,27.45,25.02,-3.3427,0.77,35.23,1727.64,38.265625
1009.17,965.84,29.32,24.98,27.8,23.83,-3.6009,0.63,35.49,325.86,42.421875
1010.22,966.76,28.86,25.37,27.9,24.16,-3.1422,0.08,34.59,719.44,45.984375
1012.59,968.87,26.74,24.61,26.17,23.88,-3.0404,0.46,34.22,947.57,45.359375
1012.16,968.46,26.1,21.33,24.82,19.19,-3.6045,0.56,24.06,11.48,44.28125
1010.58,966.92,26.54,22.36,24.7,17.31,-3.6338,0.1,24.66,0.01,44.242188
1010.5,966.93,27.6,22.49,25.41,18.89,-3.2631,0.01,16.61,0,42.40625
1010.15,966.55,26.63,21.06,24.81,18.92,-2.7013,0,11.41,0.36,39.835938
1010.5,966.92,26.53,21.22,24.58,17.62,-2.8262,0.15,15.18,0,37.664062
1010.31,966.78,27.05,22.09,26.28,19.23,-2.7058,0.21,27.3,0.23,36.070312
1009.87,966.45,27.94,23.08,27.16,20.42,-2.4845,0.64,29.33,4.28,34.914062
1009.5,966.1,28.59,25.31,27.5,21.89,-2.2467,0.9,34.07,4.42,34.015625
1009.97,966.48,28,23.97,27.62,22.49,-2.4658,0.1,34.87,83.22,33.320312
1011.9,968.3,27.95,25.01,27.57,23.1,-2.4676,0.38,35.2,284.63,32.804688
1012.33,968.75,28,24.87,27.19,23.57,-2.3165,0.39,35.79,369.52,32.523438
1010.65,967.27,29.6,25.37,28.63,23.1,-2.6398,0.61,30.03,237.64,32.429688
1009.98,966.73,30.63,26.16,29.27,23.26,-2.4157,0.69,30.71,78.75,32.203125
1009.7,966.53,31.43,27.02,29.49,21.94,-2.3216,0.62,29.44,154.09,31.820312
1008.53,965.42,31.45,26.36,29.67,21.49,-2.2446,0.31,27.83,112.54,31.421875
1011.32,967.78,28.03,24.65,27.94,22.52,-2.3925,0.39,32.01,415.65,31.171875
1015.7,971.79,25.82,23.7,25.57,22.42,-2.2889,0.2,33.1,429.97,31.171875
1014.98,971.23,27.5,23.28,26.64,22.2,-2.4122,0.03,31.03,136.6,31.15625
1011.67,968.23,28.74,23.76,27.55,21.66,-2.2761,0.12,28.07,7.65,30.890625
1011.57,968.22,29.81,25.64,28.58,22.27,-2.1704,0.37,32.95,28.47,30.492188
1015.26,971.45,26.78,23.77,26.95,23.47,-2.895,0.58,36.78,1024.72,31.1875
1017.38,973.31,23.89,22,24.03,20.94,-2.1659,0.35,32.64,30.52,32.335938
1016.15,972.17,25.13,22.35,24.55,21.14,-2.203,0,31.62,118.33,32.609375
1015.78,971.94,26.63,22.78,25.08,21.01,-2.3004,0,26.72,6.66,31.570312
1015.98,972.14,26.65,21.63,25.39,20.89,-2.4018,0,20.54,15.4,30.414062
1015.75,971.93,26.9,22.92,25.37,19.44,-2.6533,0.01,17.75,10.98,29.617188
1014.95,971.2,26.99,24.23,25.44,21.56,-1.7597,0,21.43,172.65,29.140625
1014.57,970.89,28.23,22.56,26.32,21.7,-1.9257,0,21.05,158.04,28.765625
1014.42,970.7,27.33,21.97,26.08,19.51,-2.2121,0,10.37,6.04,28.359375
1013.95,970.03,25.11,20.78,24.59,16.74,-2.2422,0,7.57,0.12,28.007812
1012.75,968.71,23.2,18.11,22.14,15.15,-2.4493,0.72,27.57,4.14,27.9375
1012.32,968,18.93,17.13,17.4,16.07,-2.9151,0.97,31.39,21.5,28.9375
1014.18,969.8,18.75,17.54,17.57,17.44,-1.738,0.76,34.11,6.05,30.9375
1016.54,972.21,21.45,19.49,20.11,17.5,-1.675,0.19,33.47,0.64,33.304688
1016.81,972.58,22.74,19.45,21.54,16.97,-2.1751,0.14,27.61,0.27,34.234375
1016.18,971.97,22.72,19.43,21.58,16.95,-1.8991,0,27.17,1.09,32.578125
1015.19,970.9,21.65,19.24,20.28,15.91,-1.6655,0,23.38,0.28,30.414062
1015.06,970.7,20.34,16.69,18.98,13.49,-1.9177,0,16.36,0.45,28.835938
1014.69,970.27,18.76,13.58,16.87,8.89,-2.2788,0,-20.48,0,27.882812
1015.28,970.89,18.39,13.26,16.37,8.11,-2.148,0.03,-22.04,0,27.304688
1019.83,975.28,19.92,15.01,17.22,8.69,-2.0004,0,-3.88,0,26.929688
1021.88,977.24,18.29,11.54,16.55,7.5,-1.8671,0,-3.97,0,26.625
1020.48,975.97,19.41,14.55,17.32,9.67,-1.5827,0,7.02,0,26.34375
1017.13,972.84,20.34,13.74,18.19,10.53,-1.5114,0,8.55,0,26.054688
1015.45,971.21,20.73,15.31,18.9,11.26,-1.3786,0,6.79,0.01,25.78125
1018,973.58,20.09,14.48,18.26,9.79,-1.3689,0.14,-13.03,0,25.515625
1024.03,979.26,18.81,13.01,17.56,5.16,-1.3656,0.36,-31.3,0,25.242188
1024.97,979.91,16.16,9.24,14.73,4.63,-1.1204,0.21,-28.39,0,25
1021.89,977.06,16,10.11,14.55,6.83,-0.9977,0.01,-24.22,0,24.773438
1018.3,973.85,17.66,11.76,15.72,8.92,-0.9705,0,-17.62,0,24.539062
1017.03,972.77,18.85,12.5,17.09,8.83,-1.0684,0,2.61,0,24.28125
1022,977.47,19.73,13.92,18.46,6.99,-1.1552,0,-3.99,0,24.007812
1025.07,980.06,16.88,10,15.78,6.33,-0.9867,0.72,-20.99,0,23.773438
1022.56,977.72,16.82,12.44,15.86,7.7,-0.8807,0.28,2.83,0,23.546875
1019.67,975.13,18.9,15.33,18.18,13.44,-0.6061,0.39,25.03,8.42,23.335938
1019.85,975.31,20.08,17.48,18.13,15.74,-0.6553,0.5,31.17,20.9,23.265625
1019.97,975.38,18.42,16.21,16.48,17.44,-1.1394,0.6,27.97,3.17,23.390625
1018.09,973.74,20.28,16.06,18.76,12.51,-1.4108,0.12,27.24,0.38,23.382812
1017.58,973.27,21.43,17.94,20.67,13.63,-1.0634,0.03,30.99,1.15,23.140625
1018.08,973.49,18.59,16.96,17.57,14.29,-0.5646,0.01,31.15,8.18,22.914062
1017.11,972.49,17.43,15.93,16.18,14.94,-0.6635,0,29.59,3.12,22.773438
1015.23,970.96,20.45,17.23,19.52,15.74,-0.7266,0.02,29.69,8.69,22.585938
1017.86,973.32,19.03,17.71,17.86,16.48,-0.8738,0,28.41,1.89,22.476562
1018.17,973.71,19.14,17.61,18.74,16.4,-0.8611,0.09,25.99,21.41,22.421875
1014.88,970.63,20.26,17.59,18.77,16.85,-0.4947,0.23,27.46,6.1,22.328125
1010.99,967.03,22.22,18.17,21.19,18.26,-1.2491,0.17,32.26,49.91,22.539062
1021.42,976.12,13.26,10.68,12.44,10.66,-2.1243,0.01,23.93,9.18,23.632812
1023.87,978.1,11.27,10.27,10.27,8.87,-1.1247,0,17.77,2.6,25.304688
1024.41,978.58,10.96,10.18,9.94,9.79,-1.2565,0,18.06,4.57,26.226562
1021.36,975.83,12,10.66,11.13,11.05,-0.8146,0,22.56,14.2,26.078125
1022.88,977.25,11.82,9.62,10.31,8.21,-1.054,0,6.99,3.11,25.53125
1025.15,979.63,12.95,10.13,11.42,4.36,-1.7222,0.68,-2.86,0,24.554688
1026.73,980.94,12.29,8.84,11,5.9,-1.219,0.97,8.95,1.79,23.515625
1025.85,979.93,10.16,8.87,9.82,8.76,-1.2436,0.99,23.68,5.21,23.09375
1024.52,978.93,12,10.23,10.16,11.41,-1.0385,0.28,19.81,2.37,23.171875
1020.47,975.65,15.52,10.74,14.13,11.85,-1.3556,0,19.74,15.73,23.125
1020.24,975.75,19.45,14.23,16.96,15.33,-1.2292,0.14,30.49,1.94,22.6875
1019.75,975.18,19.41,16.63,18.3,16.83,-1.2639,0.1,30.33,11.29,22.265625
1022.53,977.37,14.49,11.8,13.57,13.65,-1.4802,0,24.19,8.15,22.257812
1025.13,979.56,12.26,10.32,11.07,9.73,-0.7042,0,9.21,1.49,22.375
1022.62,977.41,14.34,11.51,12.16,10.57,-1.1029,0,13.81,0.19,22.179688
1020.73,975.83,16.25,13.34,14.95,11.47,-1.4275,0,22.76,3.6,21.804688
1022.84,977.65,15.36,11.45,13.85,6.99,-1.7168,0.06,9.12,3.88,21.46875
1023.4,977.8,11.24,6.03,9.12,2.3,-1.5946,0.09,-18.24,0,21.195312
1021.86,976.35,10.39,6.3,8.17,4.88,-1.0541,0.06,-6.19,0.67,20.976562
1022.62,977.27,12.45,6.4,10.63,3.18,-1.4531,0,-2.72,0,20.726562
1025.63,979.46,8.43,2.66,6.59,-2.05,-1.3772,0.26,-47.86,0,20.492188
1020.46,974.85,8.17,3.37,6.55,1.13,-1.0839,0.71,-29.49,0,20.289062
1021.87,976.41,10.03,4.21,7.91,1.93,-1.2111,0,-12.68,0,20.078125
1022.71,977.15,9.45,4.4,7.45,1.01,-1.1618,0,-17.56,0,19.867188
1023,977.43,10.95,6.25,9.24,4.21,-0.8224,0,9.94,0.16,19.671875
1023.21,977.59,11.93,9.75,10.67,7.91,-0.5525,0,16.79,8.17,19.5
1023.63,977.82,10.68,10.04,9.47,10.02,-0.5034,0,21.32,9.97,19.546875
1024.4,978.6,10.76,9.25,9.94,10.29,-0.587,0,17.07,11.42,20.320312
1031.18,984.47,7.74,4.63,6.38,3.73,-1.1475,0,-8.48,8.11,22.445312
1031.23,984.35,6.45,3.83,5.55,-1.53,-1.2608,0,-21.15,1.11,24.671875
1030.65,983.96,6.04,0.84,4.63,-2.41,-1.2759,0,-27.68,0.01,24.0625
1032.54,985.93,6.18,0.68,4.49,-3.03,-1.2649,0,-39.78,0,22.125
1032.91,986.48,6.51,0.65,4.54,-3.59,-1.212,0,-36.24,0,20.6875
1028.06,982.09,6.59,0.09,4.91,-2.34,-1.0813,0.01,-35.91,0,19.953125
1022.57,977.26,10.3,1.62,8.36,2.63,-1.0278,0,-12.09,4.1,19.546875
1019.2,974.34,13.77,8.15,11.67,8.82,-0.573,0,10.11,3.09,19.28125
1023.42,978.01,12.06,4.54,9.41,2.93,-1.2301,0,-35.92,0,19.046875
1023.98,978.38,9,2.13,6.87,-1.21,-1.0623,0.04,-43.54,0,18.828125
1024.55,979.13,10.2,3.24,7.78,1.6,-0.9694,0.52,-20.72,0,18.625
1024.33,978.89,11.36,5.77,9.77,5.08,-0.8152,0.59,-4.28,0,18.421875
1024.45,978.75,10.62,8.91,9.39,9.54,-0.4477,0.24,13.71,0.33,18.28125
1024.95,979.68,12.87,9.27,11.32,10.58,-0.6297,0,-12.25,5.61,18.171875
1025.88,980.22,12.71,9.41,11.43,9.14,-0.5382,0,12.51,9.92,18.09375
1025.09,979.33,9.43,4.18,8.12,2.79,-0.9315,0.05,-5.35,0.01,17.984375
1023.29,977.81,12.11,4.98,10.92,4.51,-0.8095,0.02,8.48,5.35,17.8125
1021.8,976.83,15.29,10.41,12.63,9.4,-0.5778,0.02,19.52,0.73,17.640625
1020.54,975.81,16.69,12.68,14.89,11.9,-0.7049,0.57,14.03,2.64,17.46875
1018.5,973.51,14.55,9.29,14.04,10.95,-0.9368,0.19,18.34,5.48,17.390625
1020.63,974.86,9.95,9.11,9.34,7.74,-0.7697,0.07,22.59,11.32,17.5
1018.8,973.08,9.78,9.19,8.58,9.64,-0.5012,0.95,19.39,19.77,18.53125
1016.32,971.01,10.8,8.48,10.8,10.44,-0.9044,0.86,22.12,24.66,22
1024.59,977.81,5.27,1.54,3.56,4.29,-1.083,0.5,-11.16,5.68,28.921875
1028.17,981.43,4.32,-0.27,2.85,-1.56,-1.563,0,-34.3,0,35.21875
1029.8,983.14,5.46,0.36,2.98,-3.75,-1.426,0,-37.26,0,36.015625
1031.65,984.82,4.66,-0.32,2.73,-4.92,-1.3653,0.1,-32.71,0,32.53125
1031.64,984.77,4.51,-0.78,2.44,-6.44,-1.4098,0.21,-37.77,0,28.296875
1029.21,982.69,5.9,-0.18,3.5,-2.08,-1.204,0.04,-32.81,1.3,24.78125
1024.78,978.7,8.19,3.25,6.74,1.5,-1.0674,0,-7.7,22.31,22.21875
1019.05,973.98,11.3,6.38,9.33,5.52,-1.1907,0,10.98,4.84,20.484375
1015.45,970.81,14.27,8.31,11.13,8.09,-1.1725,0,7.24,0,19.34375
1017.25,972.5,14.94,9.21,11.82,9.08,-1.2474,0,-20.86,0.05,18.609375
1019.68,974.9,15.66,9.76,12.33,10.43,-1.148,0,-0.67,0.14,18.109375
1019.31,974.5,15.23,10.65,13.41,10.9,-1.1891,0,8.05,0.32,17.796875
1018.3,973.44,14.72,11.44,12.47,11.19,-0.8729,0,14.6,0.91,17.59375
1016.43,971.55,14.68,10.71,13.87,11.49,-1.197,0.03,16.6,7.29,17.4375
1017.38,972.25,13.1,10.74,10.28,8.44,-1.2914,0,-13.15,1.08,17.359375
1018.74,973.53,12.39,10.12,10.89,8.93,-0.6515,0,-0.64,1.23,17.328125
1019.11,973.6,11.55,9.49,9.87,8,-0.7025,0,10.68,3.92,17.25
1019.81,974.35,11.86,6.98,11.03,7.4,-1.4414,0,13.66,7.8,17.078125
1023.96,977.5,6.79,6,5.97,4.48,-0.7633,0,11.95,2.82,17
1020.01,974.09,9.19,6.42,8.48,6.17,-1.1022,0.01,20.36,10.57,17.265625
1023.83,976.98,4.55,2.84,3.72,3.62,-1.4728,0.02,13.74,6.02,18.6875
1026.73,979.63,3.93,2.62,3.07,-0.26,-1.0337,0,3.57,7.01,21.71875
1025.1,978.38,4.65,2.55,5.01,1.74,-1.1638,0,12.24,16.65,24.203125
1028.16,980.75,1.78,-1.24,0.22,1.37,-0.4354,0,-1.6,1.19,24.671875
1026.62,979.85,4.08,-0.03,2.81,-0.66,-1.559,0.01,-21.61,0.01,25.453125
1030.13,983.12,4.27,2.12,3.54,-1.1,-0.8765,0,-5.2,0.3,25.625
1029.91,982.78,4.01,-0.07,2.85,-4.74,-1.5239,0.01,-15.12,0.03,24.125
1030.33,983.11,3.52,-0.1,2.88,-5.96,-1.434,0,-18.37,0.02,22.171875
1029.92,982.79,2.7,-2.95,1.66,-7.52,-1.5051,0.26,-34.98,0,20.46875
1026.04,979.41,4.2,-2.1,2.41,-6.83,-1.3327,0.45,-43.56,0,19.25
1023.63,977.54,7.41,-0.1,5.11,-2.37,-1.3578,0.08,-17.18,0.26,18.453125
1020.18,974.45,10.39,2.82,8.48,-0.27,-1.4954,0.19,2.17,4.61,17.921875
1020.26,974.24,7.82,7.45,7.26,4.28,-0.4113,0.7,15.26,12.04,17.671875
1024.3,978.16,9.04,6.13,8.01,5.63,-0.9005,0.24,11.8,7.14,17.609375
1028.65,982.29,6.64,0.66,5.15,0.14,-1.3993,0.16,-9.27,0.07,17.53125
1029.32,983.12,7.44,1.56,5.03,-3.48,-1.5871,0.06,-29.64,0,17.375
1023.53,977.92,8.99,1.48,6.77,-0.34,-1.5474,0,-18.48,0,17.15625
1016.99,972.35,13.95,4.86,11.88,5.92,-1.5107,0.04,3.23,7.89,16.90625
1015.56,971.15,16.17,10.93,14.1,12.29,-0.7561,0.04,9.84,8.03,16.75
1017.76,972.95,14.92,9.03,13.92,11.13,-1.2183,0.04,5.29,1.99,16.59375
1019.3,974.14,13.57,10,11.84,8.67,-1.2062,0,-8.24,0.1,16.4375
1016.91,972.44,16.61,11.27,14.45,10.73,-1.1963,0.07,13.36,14.48,16.28125
1016.22,971.72,18.2,12.87,16.7,12.79,-1.5021,0.43,24.08,35.12,16.15625
1016.56,971.61,14.31,10.17,13.86,12.16,-1.4781,0.44,27.37,43.39,16.3125
1020.3,974.58,10.5,8.71,9.56,8.74,-1.3508,0.36,19.09,7.58,17.5
1023.71,977.51,8.4,7.9,7.21,6.77,-0.8069,0.05,12.22,2.34,19.90625
1021.28,975.89,12.35,8.3,11.07,7.2,-1.6782,0.71,17.62,9.24,21.9375
1021.37,975.89,11.58,8.69,11.08,10.69,-1.5973,0.08,30.17,17.69,22.71875
1022.89,977.28,12.06,10.85,10.6,9.88,-0.8949,0.05,14.45,5.77,23.21875
1021.98,976.53,11.39,7.25,9.26,8.19,-0.9284,0,-11.43,1.08,23.21875
1014.64,970.08,14.76,8.32,14.02,9.94,-1.8572,0.56,20.54,3.38,22.34375
1014.51,969.98,14.77,8.84,11.63,12.05,-1.5197,0.13,-5.55,7.45,21.5625
1013.19,968.81,18.22,9.96,16.75,10.74,-2.3322,0.02,15.39,0.46,21.125
1010.91,966.74,17.15,13.3,16.2,13.59,-1.4935,0,25.02,1.61,20.75
1009.68,965.89,20.75,14.49,18.78,15.75,-1.6655,0.77,24.5,142.02,20.3125
1009.44,965.66,21.83,17.77,21.48,17.63,-2.3229,0.52,28.55,684.23,19.8125
1017.55,972.83,18.04,11.81,16.95,13.71,-2.5726,0.44,28.07,88.83,20.25
1021.2,975.87,13.62,11.97,12.17,9.91,-1.3279,0.02,27.58,8.14,22.8125
1020.67,975.01,11.25,8.82,10.08,8.96,-1.9676,0.48,21.46,26.62,25.625
1026.43,980.14,8.54,4.75,7.06,3.6,-1.0395,0.07,-26.86,1.09,27.53125
1024.98,979.19,9.91,3.9,7.48,1.16,-2.0402,0,-29.54,0,28.625
1023.09,977.88,11.38,4.6,9.82,3.01,-2.0978,0.06,-34.87,0,27.125
1021.74,976.82,13.84,6.69,11.63,1.32,-2.3892,0,-19.81,0,24.71875
1018.29,973.73,15.97,9.8,13.68,7.71,-1.9898,0,19.08,0,22.625
1016.3,971.92,16.93,12,15.15,11.3,-1.9136,0.24,25.92,3.05,20.96875
1013.84,969.72,20.23,13.72,18.74,11.74,-2.2204,0.67,30.72,78.85,19.96875
1014.55,970.11,16.91,14.56,15.4,15.7,-1.1675,0.71,27.01,146.05,20.375
1018.41,973.74,17.49,13.68,16.54,14.7,-2.0143,0.21,25.47,67.73,21.8125
1018.23,973.56,17.38,13.95,15.99,12.14,-2.2709,0.49,22.89,0.97,23.03125
1014.37,970.02,17.55,14.32,16.98,15.49,-1.9927,0.44,30.48,13.19,24.25
1012.32,967.84,16.72,12.34,16.36,15.62,-2.1256,0.9,31.83,111.77,33.9375
1019.02,973.36,11.37,9.4,9.42,7.72,-1.4896,0.07,-1.86,12.79,61.6875
1020.44,974.86,11.26,6.54,8.97,3.33,-2.2492,0.04,-19.55,0.04,85.46875
1018,973.14,13.36,7.43,10.93,4.8,-2.5796,0,-1.04,0,84.625
1019.69,975.03,15.11,8.57,13.21,6.03,-2.9063,0.01,-18.11,0,75.4375
1020.99,976.28,17.13,10.79,15.2,10.21,-2.4195,0.18,13.72,0.44,66.25
1021.95,976.95,15.3,13.11,13.63,13.63,-0.9655,0.3,26.09,7.94,59.25
1019.66,974.86,15.41,12.66,13.53,13.29,-1.3242,0,7.29,0.74,55.34375
1017.09,972.57,16.2,10.27,14.13,11.38,-1.9659,0,-6.53,1.81,51.96875
1014.79,970.56,18.7,11.84,16.83,11.5,-2.9134,0.08,-2.61,0,47.21875
1015.98,971.72,19.7,14.44,17.62,13.69,-2.1189,0.53,23.36,6.99,42.25
1017.3,972.95,20.67,14.4,18.08,13.87,-2.3528,0.03,27.58,45.42,38
1015.41,971.25,20.77,13.88,18.57,12.34,-3.0621,0,23.14,0.31,34.59375
1013.35,969.37,21.63,15.97,19.56,14.62,-2.7201,0.01,25,0.29,31.65625
1012.26,968.37,22.75,18.3,21.24,16.9,-2.7267,0.21,30.27,113.64,29.09375
1012.25,968.4,22.71,18.84,21.47,18.23,-2.5155,0.31,31.12,100.12,27.09375
1011.99,968.09,22.96,19.05,21.73,18.53,-2.6837,0.42,31.76,112.46,25.8125
1011.58,967.61,21.71,14.5,20.98,16.73,-2.9309,0.59,31.17,12.57,25.375
1024.72,979.18,12.58,10.63,11.15,8.55,-1.9224,0.75,0.19,3.2,25.65625
1025.11,979.65,12.6,7.19,10.26,0.37,-3.072,0.39,-37.78,0.03,26
1019.73,975.07,15.46,9.4,13.29,3.71,-2.907,0.07,-26.7,0,25.53125
1015.47,971.31,19.89,12.27,17.85,6.99,-3.1046,0.56,2.29,0,24.5
1012.2,968.39,22.6,15.82,20.1,10.74,-3.026,0.12,21.81,0.6,23.46875
1010.6,966.86,24.53,20.11,22.12,16.95,-2.215,0.41,31.7,2.57,22.6875
1011.08,967.22,22.66,19.88,22.21,20.2,-2.4388,0.55,34.44,434.5,22.5
1010.73,966.97,23.44,20.43,22.49,20.27,-3.0134,0.56,33.68,144.58,24.3125
1014.31,969.85,18.19,14.48,17.62,16.82,-2.657,0.37,30.13,146.36,29.0625
1018.49,973.57,15.09,13.9,13.91,12.35,-1.2811,0.75,19.48,3.41,34.625
1019.27,974.29,14.99,13.92,13.97,12.89,-1.3181,0.5,14.32,31.14,38.625
1018.18,973.62,16.86,10.56,15.5,10.17,-3.1298,0.36,-21.31,1.94,37.8125
1015.54,971.31,18.5,10.96,17.04,10.58,-3.3791,0.15,-14.49,0,35
1014.94,970.84,21.02,13.63,19.19,11.46,-3.5077,0.5,-15.75,0,31.78125
1014.84,970.7,21.84,17.24,20.14,14.32,-3.2721,0.68,23.3,2.51,28.875
1012.84,968.88,22.22,19.06,20.69,18.1,-2.8289,0.4,31.77,57.01,26.75
1009.61,965.92,24.32,21.15,22.76,20.03,-2.7859,0.69,33.41,272.09,25.28125
1008.54,964.83,23.53,19.44,22.94,20.63,-2.5522,0.37,33.65,300.13,24.4375
1013.46,969.26,20.6,17.64,19.25,15.92,-2.0804,0,22.26,4.33,25.125
1013.41,969.3,21.9,19.35,19.51,15.72,-2.2083,0.28,23.35,0.86,26.25
1014.85,970.67,21.01,19.22,19.88,17.61,-1.584,0.12,30.09,2.6,25.78125
1017.12,972.86,21.78,19.83,20.35,18.38,-1.413,0.34,28.91,17.59,24.6875
1015.32,971.12,21.44,19.32,19.71,18.34,-1.5026,0.41,32.07,1.89,24.15625
1012.51,968.51,21.29,19.13,20.14,20.3,-1.9257,0.94,33.3,131.94,24.5
1012.55,968.68,23.83,21.81,22.32,21.71,-2.9762,0.67,34.11,308.46,25.90625
1011.53,967.74,24.03,21.52,23.15,22.4,-3.2532,0.47,34.8,651.89,28.8125
1014.29,970.32,24.85,21.42,23.05,20.46,-3.0072,0.53,31.61,508.29,33.0625
1018.29,973.92,21.21,16.97,20.23,17.83,-2.5011,0.96,5.47,17.93,39.28125
1017.49,973.25,22.46,19.02,21.14,11.26,-4.07,0.87,21.52,0.09,42.96875
1012.89,969.08,24.85,20.15,22.92,17.78,-3.3292,0.9,25.11,0.45,41.53125
1008.06,964.54,25.97,22.47,24.61,20.78,-3.2924,0.43,32.77,134.06,38.15625
1006.94,963.24,23.31,20.77,22.72,21.33,-2.9348,0.77,33.77,524.7,41.375
1012.49,968.51,23.14,19.63,21.64,17.82,-3.5942,0.19,7.82,11.04,58.46875
1017.27,972.99,22.09,18.72,20.81,16.4,-2.9563,0.48,6.55,11.11,74.34375
1016.92,972.59,21.37,17.83,20.35,14.68,-3.123,0.46,24.43,0.82,71.9375
1013.77,969.66,21.58,17.79,19.32,16.86,-2.4864,0.23,31.47,1.17,64.125
1010.32,966.74,26.27,22.39,24.33,20.8,-3.66,0.51,31.82,55.36,56.1875
1009.58,966.13,26.8,23.34,25.59,22.35,-3.7144,0.57,32.44,202.21,49.40625
1008.09,964.67,27.51,23.66,26.19,22.6,-3.7704,0.44,34.65,452.25,43.90625
1007.01,963.77,29.4,24.53,26.97,21.89,-3.81,0.1,27.21,368.67,39.625
1005.79,962.73,30.43,24.37,27.64,19.7,-4.1306,0.18,23.89,313.71,36.25
1005.8,962.73,30.07,24.68,27.79,21.09,-3.8468,0.29,28.88,208.68,33.28125
1006.13,963.03,30.58,24.67,28.3,20.52,-3.6993,0.59,33.46,423.11,30.75
1007.57,964.19,27.11,23.26,27.06,22.37,-3.1319,0.76,34.47,1208.56,30.21875
1009.24,965.72,26.28,22.68,26.71,22.92,-3.2685,0.82,35.39,1123.27,33.25
1010.07,966.5,26.49,23.15,26.11,23.39,-3.6223,0.48,34.23,1157.45,38.21875
1010.4,966.83,26.43,23.3,26.17,23.28,-3.7427,0.4,33.52,1653.79,44.78125
1011.29,967.47,24.36,21.26,24.17,22.05,-3.609,0.1,31.39,568.78,53.75
1008.56,965.07,27.17,22.31,25.59,21.52,-3.9655,0,31.33,416.54,62.875
1004.76,961.72,29.83,24.68,27.38,21.81,-4.1898,0.64,28.46,79.81,67.90625
1007,963.85,30.01,25.13,28.38,22.27,-3.8943,0.93,32.07,150.38,68.875
1008.89,965.37,26.6,23.89,26.84,24.02,-3.6665,0.92,34.6,1202.02,69.8125
1009.64,966.07,26.78,23.3,26.03,24.17,-3.8775,0.29,33.91,1194.7,75.25
1010.29,966.64,26.43,23.45,26.27,23.45,-4.1991,0.66,35.97,1254.81,81.125
1009.6,966.04,26.09,24.28,26.01,24.19,-3.2914,0.89,35.95,1696.06,84.0625
1011.26,967.41,23.74,20.83,22.91,22.91,-2.9785,0.84,34.71,385.8,90.8125
1013.94,969.75,21.64,20.62,20.34,20.03,-1.4072,0.28,32.73,17.73,111.5
1012.36,968.29,21.76,20.89,21.2,20.08,-1.7679,0.76,34.06,11.36,125.84375
1010.42,966.53,23.39,21.51,21.78,21.98,-1.5828,0.85,34.38,16.51,121.6875
1010.09,966.32,24.25,22.2,23.44,22.54,-2.4465,0.92,35.29,125.48,119.25
1009.92,966.13,23.92,22.9,23.32,23.23,-2.1022,0.95,35.42,396.7,121.59375
1010.16,966.32,23.06,22.01,21.99,22.73,-0.8388,0.97,34.56,165.26,146.4375
1008.92,965.27,24.91,23.17,23.77,23.98,-2.0854,0.92,32.67,696.69,192.46875
1004.69,961.34,27.16,23.93,25.5,23.33,-3.5801,0.96,32.06,190.04,206.15625
1001.19,958.01,27.14,23.86,25.92,22.43,-3.462,0.65,33.38,244.4,190.78125
1002.3,958.85,24.07,21.82,23.05,22.25,-2.8929,0.09,25.7,321.43,173.40625
1003.73,960.44,26.16,21.12,23.82,17.35,-4.9095,0.65,-3.2,1.48,175.09375
1004.01,960.66,25.8,22.05,24.54,19.9,-2.7553,0.87,16.65,210.69,180.6875
1002.39,958.82,23.12,19.37,21.99,18.09,-3.2568,0.65,26.83,10.93,166.3125
1002.59,958.92,21.55,18.81,20.35,20,-1.8317,0.86,20.75,3.8,157.9375
1003.78,960.52,26.25,19.39,24.22,18.23,-4.7775,0.54,-8.41,1.51,150.53125
1005.75,962.33,26.91,20.1,25.04,18.18,-4.99,0.34,-6.05,9.37,137
1004.5,961.11,27.1,23.19,25.09,19.22,-4.5853,0.85,28.16,0.43,122.59375
1001.98,958.72,26.58,23.85,25.33,22.7,-3.1274,0.83,35.11,79.88,110.71875
1002.28,959.1,27.72,25.15,26.81,24.71,-4.0617,0.95,35,989.62,103.5625
1004.96,961.52,25.11,23.35,24.1,24.2,-2.1934,0.98,36.04,991.67,102
1006.65,963.07,25.44,23.61,24.35,24.59,-3.0802,0.98,35.83,815.9,113.0625
